timestamp_ms,equity
1737296580000,599.9482
1737307020000,601.3183
1737321960000,602.609
1737574500000,605.1257
1738248300000,608.9269
1738283760000,612.7191
1738398720000,606.027
1739200740000,606.782
1739296080000,600.2055
1739768520000,593.7496
1739857500000,587.2838
1740089040000,590.9011
1740143820000,592.3557
1740152400000,586.1158
1740246660000,588.5068
1740934920000,589.8408
1741031760000,583.5939
1741053960000,580.9125
1741191900000,574.767
1741306560000,568.7389
1742288940000,569.4677
1742461860000,570.9312
1742804880000,572.4178
1742835060000,574.7044
1743009900000,568.7732
1743225660000,562.8218
1743515280000,563.5751
1743556920000,557.8186
1744535340000,559.4591
1744580160000,553.8429
1744597680000,556.027
1744598940000,558.2132
1744825800000,552.6078
1745084220000,554.7832
1745255100000,549.2013
1745334240000,554.4933
1745364780000,556.6395
1745374500000,559.7802
1745460540000,563.056
1745542500000,568.5825
1745618160000,562.7611
1745631180000,566.1318
1745771580000,560.3565
1745883720000,561.1192
1745883720000,563.3497
1745957100000,557.7693
1745964000000,558.4647
1746007200000,562.1486
1746011460000,563.7061
1746594000000,569.3195
1746673680000,571.5131
1746684000000,575.9847
1746698040000,578.1771
1747316880000,572.2498
1747336380000,573.0389
1747448040000,567.2116
1747579860000,568.0045
1747591260000,562.2701
1747674240000,565.5276
1747705200000,567.7015
1747717200000,569.8766
1747839060000,573.2137
1748330760000,575.4585
1748333100000,577.7007
1748480340000,579.9465
1749041940000,574.015
1749045120000,568.0732
1749275100000,571.3927
1749383580000,573.6226
1749499380000,575.8575
1749511380000,578.0924
1749573000000,581.5116
1749749760000,582.3111
1749758460000,576.4396
1750179660000,570.5787
1750436520000,567.6976
1750782120000,571.0335
1750782300000,574.3688
1750812900000,576.5906
1750906380000,580.0143
1751032980000,580.7991
1751126580000,581.5841
1751233920000,583.8899
1751235540000,589.6551
1751238120000,593.1126
1751278680000,586.9941
1751359920000,580.8762
1751472300000,586.6293
1751472840000,592.3725
1751490780000,598.1188
1751519340000,601.6252
1751525160000,605.1857
1752089820000,607.6471
1752210420000,610.1089
1752214620000,613.8189
1752415200000,614.8046
1752501780000,617.3233
1753902300000,610.7492
1753902300000,604.1779
1753902360000,597.6116
1754007180000,591.3727
1754361780000,593.7778
1754661900000,597.3457
1754812920000,591.1168
1754902800000,592.1571
1754905860000,594.5553
1754927340000,596.9349
1754928000000,597.7377
1755018120000,598.5437
1755174780000,592.3517
1756800000000,593.5936
1756851120000,594.4128
1756930080000,595.2289
1757104200000,598.7586
1757187900000,592.6761
1757326020000,595.0273
1757356320000,598.531
1757383200000,602.0587
1757565000000,604.3699
1757648280000,607.9852
1757726220000,610.3984
1757739600000,612.9991
1757822220000,606.6026
1757894760000,607.4398
1757894760000,609.8502
1757926080000,603.445
1758099600000,606.4059
1758138060000,608.806
1758145740000,611.2066
1759112760000,612.8871
1759154400000,614.4355
1759188180000,620.5655
1759207860000,614.0982
1759307460000,617.7719
1759308180000,620.2186
1759311780000,630.02
1759313640000,623.3938
1759336980000,624.2495
1759338000000,630.5298
1759343280000,640.7405
1759345440000,651.2216
1759372500000,657.9477
1759460580000,662.0496
1759504860000,664.7809
1759506060000,667.5149
1759642080000,669.2555
1759719060000,670.1168
1759719060000,672.9134
1760130780000,665.634
1761019320000,658.4499
1761307860000,661.1705
1761314580000,654.0679
1761444060000,658.1008
1761460140000,664.8176
1761479220000,671.6034
1761486000000,682.6415
1761508800000,689.9283
1761523200000,694.7718
1762202460000,687.6325
1762760460000,694.9159
1762808760000,691.7564
1762830600000,696.197
1762846620000,688.5298
1762877340000,680.8494
1762963500000,673.3998
1763954400000,674.2679
1764549120000,671.129
1764563580000,663.781
1764716400000,672.1901
1764730800000,676.4383
1764738300000,680.6258
1764810840000,687.8783
1764952560000,680.3535
1765209600000,681.2344
1765213980000,682.0861
1765296000000,682.9238
1765404780000,675.4019
1766310840000,676.2717
1766343240000,679.1731
1766416020000,680.0426
1766873460000,680.9225
1766979300000,681.8021
1767199320000,678.6409
1767351600000,683.2384
1767359880000,675.8025
1767365400000,680.1058
1767414180000,684.3806
1767595320000,676.8535
1767721740000,669.4434
1768090680000,672.2535
1768334460000,675.0788
1768343220000,677.9064
1768404420000,678.7784
1768451520000,681.5957
1768497240000,674.147
1768576860000,666.7195
1768590060000,669.5136
1768591980000,670.3913
1768648980000,673.2387
1768779960000,665.9242
1768780080000,658.6126
1768780860000,651.2989
1770294600000,644.3687
1770317100000,641.2017
1771071240000,645.1509
1771103460000,655.7816
1771128960000,659.7301
1771144140000,652.649
1771160280000,645.5781
1771182240000,638.4966
1771654560000,639.3596
1771808460000,632.5788
1772055360000,639.0037
1772118900000,632.3556
1772199000000,625.7168
1772211540000,619.0539
1772367840000,612.6298
1772383800000,606.2013
1772421240000,608.6824
1772499900000,614.7077
1772634660000,616.4442
1772672400000,619.8384
1772679600000,620.8181
1772807640000,614.5071
1773291300000,608.1959
1773594060000,611.7827
1773622380000,605.5487
1773631980000,607.9393
1773643440000,613.9773
1773686580000,607.6773
1773830640000,601.3802
1774466820000,603.7264
1774470300000,604.6127
1774470600000,598.542
1774857060000,600.3269
1775016060000,602.1322
1775433660000,607.9369
1775442720000,610.2564
1775444760000,613.4557
1775467080000,615.2833
1775467320000,618.7655
1775595960000,621.1193
1775597820000,630.7737
1775598360000,634.3715
1775599560000,637.9693
1775633340000,644.2101
1775773020000,646.7353
1775848320000,647.6786
1775905200000,643.5827
1775905200000,641.7212
1775905200000,640.4278
1776557324148,640.4278
