timestamp_ms,equity
1767595320000,432.8095
1767721740000,425.3994
1768090680000,428.2095
1768334460000,431.0348
1768343220000,433.8625
1768451520000,436.6798
1768497240000,429.2311
1768576860000,421.8036
1768590060000,424.5976
1768648980000,427.445
1768779960000,420.1305
1768780080000,412.8189
1768780860000,405.5052
1770294600000,398.575
1771071240000,402.5242
1771103460000,413.1549
1771128960000,417.1034
1771144140000,410.0222
1771160280000,402.9513
1771182240000,395.8699
1771808460000,389.0891
1772055360000,395.514
1772118900000,388.8659
1772199000000,382.2271
1772211540000,375.5642
1772367840000,369.1401
1772383800000,362.7116
1772421240000,365.1927
1772499900000,371.218
1772672400000,374.6122
1772807640000,368.3012
1773291300000,361.9901
1773594060000,365.5768
1773622380000,359.3429
1773631980000,361.7334
1773643440000,367.7715
1773686580000,361.4715
1773830640000,355.1743
1774466820000,357.5206
1774470600000,351.4498
1775433660000,357.2545
1775442720000,359.574
1775467320000,363.0562
1775595960000,365.41
1775597820000,375.0644
1775598360000,378.6622
1775599560000,382.26
1775633340000,388.5008
1775773020000,391.026
1775905200000,389.1645
1775905200000,387.8711
1775905200000,383.7751
1776557324139,383.7751
